product_hs92_code,product_name_short,product_name,export_rca,density,distance,pci,cog,export_value,import_value,strategic_zone
6502,Hat shapes,"Hat shapes, plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, not lined, nor trimmed:",0.458735,0.18899999999999995,0.811,-1.234,0.001,191215,280914,Standard ECI-OPT
2809,Phosphoric acid etc.,"Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined",0.456699,0.18899999999999995,0.811,-0.636,0.219,29211956,41633906,Standard ECI-OPT
0501,"Human hair, unworked","Human hair, unworked, whether or not washed or scoured; waste of human hair",0.44017,0.247,0.753,-2.464,-0.001,1046449,332134,Standard ECI-OPT
7612,"Aluminum containers, <300 liters","Aluminum casks, drums, cans, boxes and similar containers (including rigid or collapsible tubular containers), for any material (other than compressed or liquefied gas), of a capacity not exceeding300 liters, whether or not lined or heat insulated, but no",0.439457,0.18999999999999995,0.81,-0.018,0.466,35570558,12944707,Standard ECI-OPT
5303,Textile bast fibers,"Jute and other textile bast fibers (excluding flax, true hemp and ramie), raw or processed but not spun; tow and waste of these fibers (including yarn waste and garnetted stock)",0.431536,0.261,0.739,-2.26,-0.0,942723,1538206,Standard ECI-OPT
5516,Woven fabrics of artificial staple fibers,Woven fabrics of artificial staple fibers,0.428173,0.18500000000000005,0.815,-0.301,0.002,21555850,208344032,Standard ECI-OPT
6507,Headbands,"Headbands, linings, covers, hat foundations, hat frames, peaks (visors) and chin straps, for headgear",0.428102,0.18999999999999995,0.81,0.219,0.68,2059173,6757339,Standard ECI-OPT
3923,Packing lids,"Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics",0.417055,0.19099999999999995,0.809,-0.102,0.416,325494567,522798592,Standard ECI-OPT
5208,Woven fabrics of cotton of > 85% weighing < 200 g/m2,"Woven fabrics of cotton, containing 85 percent or more by weight of cotton, weighing not more than 200 g/m2",0.416586,0.20399999999999996,0.796,-1.368,0.227,49311574,282932536,Standard ECI-OPT
8525,"Transmission apparatus for radio, telephone and TV","Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders",0.41284,0.18200000000000005,0.818,1.042,0.76,2661139477,4443262339,Standard ECI-OPT
4819,Cardboard packing containers,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibers; box files, letter trays and similar articles, of paper or paperboard of a kind used in offices, shops or the like",0.412518,0.20699999999999996,0.793,-0.446,0.275,148403841,316627739,Standard ECI-OPT
7106,Silver,"Silver (including silver plated with gold or platinum), unwrought or in semimanufactured forms, or in powder form",0.403235,0.18300000000000005,0.817,-0.061,0.346,127508105,22585311,Standard ECI-OPT
4103,Other raw hides and skins,"Other raw hides and skins (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split, other than those excluded by note 1(b) or 1(c) to this chapter",0.402602,0.21899999999999997,0.781,-2.272,-0.161,1409494,1416666,Standard ECI-OPT
2807,"Sulfiric acid, oleum",Sulfuric acid; oleum,0.400699,0.19499999999999995,0.805,-0.159,0.45,6555671,19617273,Standard ECI-OPT
8509,Electromechanical domestic appliances,"Electromechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 8508; parts thereof",0.395922,0.18799999999999994,0.812,0.526,0.909,147869296,173211983,Standard ECI-OPT
8518,Microphones,"Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones,whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio-frequency electric ampli",0.392398,0.18600000000000005,0.814,0.722,0.804,226640545,472827768,Standard ECI-OPT
6504,Hats,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed:",0.391314,0.19799999999999995,0.802,-0.914,0.323,2328598,1216135,Standard ECI-OPT
8531,Electric sound or visual signaling apparatus,"Electric sound or visual signaling apparatus (for example,bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530;parts thereof",0.388976,0.18200000000000005,0.818,0.756,0.895,89415921,126967651,Standard ECI-OPT
5207,Cotton yarn for retail sale,Cotton yarn (other than sewing thread) put up for retail sale,0.383166,0.19199999999999995,0.808,-0.594,0.269,1616509,769576,Standard ECI-OPT
2009,Fruit juices,"Fruit juices (including grape must) and vegetable juices, not fortified with vitamins or minerals, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter",0.382555,0.22299999999999998,0.777,-0.77,-0.102,76852159,30989985,Standard ECI-OPT
2712,Petroleum jelly,"Petroleum jelly; paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes and similar products obtained by synthesis or by other processes, whether or not colored",0.381544,0.19099999999999995,0.809,-0.363,0.473,16490299,21872989,Standard ECI-OPT
4804,Uncoated kraft paper and paperboard,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading 4802 or 4803",0.380424,0.18200000000000005,0.818,-0.146,0.374,61962667,120933357,Standard ECI-OPT
2514,Slate,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",0.378901,0.18300000000000005,0.817,-0.307,0.002,267921,405604,Standard ECI-OPT
8470,"Cash registers, calculators, etc.","Calculating machines and pocket-size data recording, reproducing and displaying machines with calculating functions; accounting machines, postage-franking machines, ticket-issuing machines and similar machines, incorporating a calculating device; cash registers",0.371459,0.19399999999999995,0.806,0.673,0.541,26763598,116254905,Standard ECI-OPT
0302,"Fish, excluding fillets","Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304",0.3702,0.21899999999999997,0.781,-1.139,0.018,105081436,46169488,Standard ECI-OPT
2007,"Jams, jellies and marmalades","Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter",0.362732,0.21299999999999997,0.787,-0.666,0.111,18398679,30857626,Standard ECI-OPT
0403,Fermented milk products,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavored or containing added fruit, nuts or cocoa",0.351252,0.19499999999999995,0.805,-0.344,0.34,22309604,16463173,Standard ECI-OPT
4014,Rubber hygenic or pharmeceutical items,"Hygienic or pharmaceutical articles (including nursing nipples), of vulcanized rubber other than hard rubber, with or without fittings of hard rubber",0.350685,0.19599999999999995,0.804,-0.041,0.533,5742760,17772079,Standard ECI-OPT
5512,Woven fabrics of > 85% synthetic staple fibers,"Woven fabrics of synthetic staple fibers, containing 85 percent or more by weight of synthetic staple fibers",0.348791,0.18400000000000005,0.816,-0.488,0.534,12616440,54068256,Standard ECI-OPT
7801,Lead refined unwrought,Lead refined unwrought,0.347969,0.237,0.763,-1.663,-0.063,30823255,54848622,Standard ECI-OPT
6113,Garments knit with impregnated fibers,"Garments, made up of knitted or crocheted fabrics of heading 5903, 5906 or 5907:",0.347465,0.23399999999999999,0.766,-1.048,0.196,6050611,2003350,Standard ECI-OPT
2207,Ethyl alcohol > 80%,"Undenatured ethyl alcohol of an alcoholic strength by volume of 80 percent vol. or higher; ethyl alcohol and other spirits, denatured, of any strength",0.347251,0.19899999999999995,0.801,-0.907,0.116,55934795,4536195,Standard ECI-OPT
9606,Buttons,"Buttons, press-fasteners, snap-fasteners and press-studs, button molds and other parts of these articles; button blanks",0.346395,0.18500000000000005,0.815,-0.121,0.616,6477341,50152611,Standard ECI-OPT
1101,Wheat or meslin flour,Wheat or meslin flour,0.341909,0.21599999999999997,0.784,-1.18,-0.043,27488861,17864389,Standard ECI-OPT
6501,Hat forms,"Hat forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons), of felt:",0.337566,0.19599999999999995,0.804,-0.855,0.001,544162,1063323,Standard ECI-OPT
3901,Polymers of ethylene,"Polymers of ethylene, in primary forms",0.334082,0.18300000000000005,0.817,0.13,0.477,299613259,1406621941,Standard ECI-OPT
5705,Other carpets,"Other carpets and other textile floor coverings, whether or not made up:",0.332752,0.21099999999999997,0.789,-0.983,0.017,10458801,18574460,Standard ECI-OPT
7309,"Tanks etc. > 300 liters, iron or steel","Tanks etc, over 300 liter capacity, iron or steel",0.332069,0.18500000000000005,0.815,0.067,0.558,20018244,277708173,Standard ECI-OPT
8529,"Parts of radios, telephones, and T.V.s",Parts suitable for use solely or principally with the apparatus of headings8525 to 8528,0.331841,0.20799999999999996,0.792,0.824,0.678,218072982,618854299,Standard ECI-OPT
6910,"Ceramic sinks, washbasins, and similar sanitary fixtures","Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet bowls, flush tanks, urinals and similar sanitary fixtures",0.328153,0.20099999999999996,0.799,-0.414,0.289,38627944,62380259,Standard ECI-OPT
2201,Waters,"Waters, including natural or artificial mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavored; ice and snow",0.327864,0.19699999999999995,0.803,-0.573,0.185,18176064,2699166,Standard ECI-OPT
9603,Brooms and mops,"Brooms, brushes (including brushes constituting parts of machines,appliances or vehicles), hand-operated mechanical floor sweepers, not motorized, mops and feather dusters; prepared knots and tufts for broom or brush making; paint pads and rollers;squeege",0.327772,0.18600000000000005,0.814,0.32,0.703,49100253,131080087,Standard ECI-OPT
0511,Animal products n.e.c.,"Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption",0.326443,0.18999999999999995,0.81,-1.03,0.174,13487404,21516413,Standard ECI-OPT
3924,Plastic household articles,"Tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics",0.326237,0.19199999999999995,0.808,-0.424,0.198,98059540,302151948,Standard ECI-OPT
6002,Other knitted fabrics,"Knitted or crocheted fabrics of a width not exceeding 30 cm, containing by weight 5 percent or more of elastomeric yarn or rubber thread, other than those of heading 6001",0.324539,0.22999999999999998,0.77,-0.675,0.111,114378913,1171412266,Standard ECI-OPT
0507,Whalebone & horns,"Ivory, tortoise-shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products",0.318903,0.21599999999999997,0.784,-1.562,-0.094,758104,4169,Standard ECI-OPT
2803,Carbon,"Carbon, nesoi (including carbon black)",0.3183,0.18200000000000005,0.818,0.062,0.576,24737542,288631938,Standard ECI-OPT
5804,Lace and net fabrics,"Tulles and other net fabrics, not including woven, knitted or crocheted fabrics; lace in the piece, in strips or in motifs, other than fabrics of headings 6002 to 6006",0.317681,0.20699999999999996,0.793,-0.251,0.002,5194169,58663137,Standard ECI-OPT
4817,Letterstock,"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery",0.317292,0.18600000000000005,0.814,0.009,0.665,4236956,2178392,Standard ECI-OPT
2202,"Waters, flavored or sweetened","Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavored, and other nonalcoholic beverages, not including fruit or vegetable juices of heading 2009",0.315129,0.20999999999999996,0.79,-0.719,0.15,101030237,128869212,Standard ECI-OPT
5401,Synthetic sowing thread,"Sewing thread of man-made filaments, whether or not put up for retail sale",0.308938,0.20099999999999996,0.799,-0.479,0.455,4415384,20437204,Standard ECI-OPT
5908,Textile wicks,"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated",0.300504,0.19799999999999995,0.802,-0.128,0.003,171618,126419,Standard ECI-OPT
3105,Mixed fertilizers,"Mineral or chemical fertilizers containing two or three of the fertilizing elements nitrogen, phosphorus and potassium; other fertilizers; goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg",0.300334,0.22299999999999998,0.777,-1.352,-0.081,110410602,343286087,Standard ECI-OPT
1507,Soybean oil,"Soybean oil and its fractions, whether or not refined, but not chemically modified",0.30014,0.21799999999999997,0.782,-1.309,-0.129,45083847,45676159,Standard ECI-OPT
6303,Curtains,Curtains (including drapes) and interior blinds; curtain or bed valances,0.297555,0.18999999999999995,0.81,-0.167,0.472,19338314,9047987,Standard ECI-OPT
2608,Zinc ore,Zinc ores and concentrates,0.296117,0.21399999999999997,0.786,-1.48,-0.066,31374441,5542985,Standard ECI-OPT
6301,Blankets,Blankets and traveling rugs,0.293446,0.21199999999999997,0.788,-1.203,0.001,18757719,45573800,Standard ECI-OPT
1701,Sugarcane & sucrose,"Cane or beet sugar and chemically pure sucrose, in solid form",0.291385,0.254,0.746,-1.525,-0.227,131961985,2021861821,Standard ECI-OPT
7214,"Other bars of iron, not further worked than forged","Other bars and rods of iron or nonalloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",0.290699,0.235,0.765,-1.32,-0.142,70578448,118790226,Standard ECI-OPT
6802,Worked building stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of",0.286691,0.20299999999999996,0.797,-0.865,0.118,44280352,99031729,Standard ECI-OPT
0106,Other live animals,Other live animals,0.281657,0.21199999999999997,0.788,-1.126,-0.011,5162774,2866835,Standard ECI-OPT
2604,Nickel ore,Other metal content,0.276437,0.19599999999999995,0.804,-2.088,0.052,11025767,4315855,Standard ECI-OPT
9506,Sports equipment,"Articles and equipment for general physical exercise,gymnastics, athletics, other sports (including table-tennis) or outdoor games, not specified or included elsewhere in this chapter; swimming pools and wading pools; parts and accessories thereof",0.276173,0.18899999999999995,0.811,0.518,0.739,101645471,225147563,Standard ECI-OPT
5209,Woven fabrics of cotton of < 85% weighing > 200 g/m2,"Woven fabrics of cotton, containing 85 percent or more by weight of cotton, weighing more than 200 g/m2",0.276039,0.22999999999999998,0.77,-1.416,0.079,18107255,165867088,Standard ECI-OPT
8311,Wire etc. used for welding,"Wire, rods, tubes, plates, electrodes and similar products of base metal or of metal carbides,coated or cored with flux material, of a kind used for soldering, brazing, welding or deposition of metal or of metal carbides; wire and rods, of agglomerated ba",0.271893,0.18700000000000006,0.813,0.429,0.769,11984940,133767077,Standard ECI-OPT
6809,Plaster articles,Articles of plaster or of compositions based on plaster,0.271733,0.19899999999999995,0.801,-0.576,0.221,9254934,4113221,Standard ECI-OPT
0710,Frozen vegetables,"Vegetables (uncooked or cooked by steaming or boiling in water), frozen",0.268993,0.20799999999999996,0.792,-0.887,0.127,25555938,6836975,Standard ECI-OPT
0811,"Fruits and nuts, frozen","Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter",0.262454,0.22699999999999998,0.773,-0.629,0.065,21978930,5330072,Standard ECI-OPT
4104,Tanned hides of bovines or equines,"Tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared",0.261271,0.22699999999999998,0.773,-1.484,-0.094,38647810,403556240,Standard ECI-OPT
0813,"Fruits, dried","Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter",0.253808,0.22099999999999997,0.779,-0.945,0.003,9287963,4013326,Standard ECI-OPT
7306,"Other tubes, pipes and hollow profiles of iron or steel","Other tubes, pipes and hollow profiles (for example, open seamed or welded, riveted or similarly closed), of iron or steel",0.251,0.21999999999999997,0.78,-0.653,0.089,81183315,343375860,Standard ECI-OPT
6901,"Bricks, blocks, and other ceramic goods","Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths",0.250157,0.20899999999999996,0.791,-1.056,0.095,578327,1001569,Standard ECI-OPT
4012,Used pneumatic tires of rubber,"Retreaded or used pneumatic tires of rubber; solid or cushion tires, tire treads and tire flaps, of rubber",0.248975,0.18600000000000005,0.814,0.291,0.794,8775050,31005713,Standard ECI-OPT
0506,"Bones, simply prepared","Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinized; powder and waste of these products",0.247312,0.19999999999999996,0.8,-0.795,0.293,1095114,22515981,Standard ECI-OPT
6310,Used or new rags textile scraps,"Used or new rags, scrap twine, cordage, rope and cables, and worn out articles of twine, cordage, rope or cables, of textile materials",0.246235,0.245,0.755,-1.117,0.023,1905563,703596,Standard ECI-OPT
4004,Scrap of rubber,"Waste, parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom",0.245134,0.19799999999999995,0.802,-0.697,0.217,849455,1406744,Standard ECI-OPT
5607,Twine and ropes of baste fibers,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics",0.24282,0.235,0.765,-0.781,0.142,8543292,80287157,Standard ECI-OPT
6703,Human animal hair prepared for use in wigs,"Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like:",0.235356,0.22199999999999998,0.778,-1.714,0.084,3051298,20329749,Standard ECI-OPT
4017,Hard rubber,"Hard rubber (for example, ebonite) in all forms, including waste and scrap; articles of hard rubber",0.225648,0.19499999999999995,0.805,0.108,0.6,615238,22449274,Standard ECI-OPT
6308,Needlecraft sets of woven fabric and yarn,"Needlecraft sets of woven fabric & yarn, retail pack",0.225648,0.19499999999999995,0.805,-0.205,0.002,208518,175189,Standard ECI-OPT
8541,Semiconductor devices,"Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes; mounted piezoelectric crystals; parts thereof",0.219381,0.21499999999999997,0.785,0.56,0.685,364161693,553975102,Standard ECI-OPT
3307,Toiletries,"Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorizers, whether or not perfumed",0.217614,0.18500000000000005,0.815,0.247,0.571,38685120,55038320,Standard ECI-OPT
4907,Unused stamps,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognized face value; stamp-impressed paper; banknotes; check forms; stock, share or bond certificates and similar documents of title",0.212578,0.21099999999999997,0.789,-0.826,0.001,9513681,4602163,Standard ECI-OPT
0712,"Vegetables, dried","Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared",0.210896,0.22799999999999998,0.772,-1.33,-0.021,9001908,48255246,Standard ECI-OPT
5001,Silkworm cocoons,Silkworm cocoons suitable for reeling,0.209637,0.18200000000000005,0.818,-1.456,0.0,9273,0,Standard ECI-OPT
2309,Animal feed,Preparations of a kind used in animal feeding,0.209252,0.19199999999999995,0.808,-0.311,0.424,109850791,440228553,Standard ECI-OPT
6217,Other clothing accesories,"Other made up clothing accessories; parts of garments or of clothing accessories, other than thoseof heading 6212",0.207692,0.239,0.761,-0.986,0.19,6998231,63199786,Standard ECI-OPT
0604,Other parts of plants,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared",0.206481,0.21799999999999997,0.782,-1.065,0.077,3457777,1633960,Standard ECI-OPT
2301,"Flours of fish, for animal feed","Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves (cracklings)",0.205645,0.243,0.757,-1.458,-0.153,20984824,300997752,Standard ECI-OPT
7108,Gold,"Gold (including gold plated with platinum) unwrought or in semimanufactured forms, or in powder form",0.203981,0.259,0.741,-2.235,-0.001,1155840579,2296141859,Standard ECI-OPT
5702,Woven carpets and rugs,"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made up, including Kelem, Schumacks, Karamanie and similar hand-woven rugs",0.201919,0.20699999999999996,0.793,-0.94,0.132,13061295,8807854,Standard ECI-OPT
6907,Unglazed ceramic flags and pavers,"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and the like, whether or not on a backing",0.201823,0.21699999999999997,0.783,-0.953,0.004,49584085,302526368,Standard ECI-OPT
2607,Lead ore,Lead ores and concentrates,0.1997,0.20599999999999996,0.794,-1.346,-0.021,15600770,7947315,Standard Strategic Bets
7010,Glass containers for conveyance,"Carboys, bottles, flasks, jars, pots, vials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass",0.197938,0.20399999999999996,0.796,-0.455,0.318,36275013,144793494,Standard Strategic Bets
5703,"Carpets, tufted","Carpets and other textile floor coverings, tufted, whether or not made up",0.197276,0.18700000000000006,0.813,-0.198,0.497,16142004,12557444,Standard Strategic Bets
2102,Yeasts,"Yeasts (active or inactive); other single-cell microorganisms, dead (but not including vaccines of heading 3002); prepared baking powders",0.194852,0.19699999999999995,0.803,-0.566,0.167,7511166,37949496,Standard Strategic Bets
2820,Manganese oxides,Manganese oxides,0.193676,0.18500000000000005,0.815,-0.207,0.452,1008864,38618085,Standard Strategic Bets
7418,Household articles of copper,"Table, kitchen or other household articles and parts thereof, of copper; pot scourers and scouring or polishing pads, gloves and the like, of copper; sanitary ware and parts thereof, of copper",0.19239,0.18500000000000005,0.815,0.053,0.657,1874631,12585865,Standard Strategic Bets
1904,Cereal foods,"Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, cornflakes); cereals (other than corn (maize)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal)",0.190178,0.19499999999999995,0.805,-0.521,0.286,18903882,29654681,Standard Strategic Bets
0708,Legumes,"Leguminous vegetables, shelled or unshelled, fresh or chilled",0.188918,0.23199999999999998,0.768,-1.814,-0.246,3660619,482069,Standard Strategic Bets
0713,"Legumes, dried","Dried leguminous vegetables, shelled, whether or not skinned or split",0.187944,0.238,0.762,-1.922,-0.328,36730848,138458434,Standard Strategic Bets
6812,Asbestos fibres,"Fabricated asbestos fibers; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (for example, thread, woven fabric, clothing, headgear, footwear, gaskets), whether or not reinforc",0.184664,0.20099999999999996,0.799,-0.789,0.001,300897,8275768,Standard Strategic Bets
6001,"Pile fabrics, knit","Pile fabrics, including long pile fabrics and terry fabrics, knitted or crocheted",0.183837,0.20299999999999996,0.797,-0.306,0.001,13623576,243399227,Standard Strategic Bets
2612,Uranium ore,Uranium or thorium ores and concentrates,0.182004,0.22899999999999998,0.771,-2.538,-0.114,1934326,0,Standard Strategic Bets
0704,"Cabbages, cauliflowers, broccoli","Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled",0.179932,0.20399999999999996,0.796,-0.906,0.224,9039131,6926234,Standard Strategic Bets
6810,"Articles of cement, of concrete or of artificial stone","Articles of cement, of concrete or of artificial stone, whether or not reinforced",0.178746,0.19899999999999995,0.801,0.41,0.68,25518345,191910361,Standard Strategic Bets
7603,Aluminum powders,Aluminum powders and flakes,0.178037,0.18500000000000005,0.815,-0.8,0.411,1736930,2094168,Standard Strategic Bets
8534,Electronic printed circuits,Electronic printed circuits,0.166497,0.20299999999999996,0.797,0.882,0.839,75510917,343273643,Standard Strategic Bets
9406,Prefabricated buildings,Prefabricated buildings:,0.163516,0.18300000000000005,0.817,0.229,0.63,22782352,309469377,Standard Strategic Bets
7308,"Structures and their parts, of iron or steel","Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge sections, lock gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, sh",0.157247,0.19499999999999995,0.805,0.364,0.553,126291515,1244939122,Standard Strategic Bets
7217,Wire of iron or nonalloy steel,Wire of iron or nonalloy steel,0.15471,0.20799999999999996,0.792,-0.379,0.309,15272656,108118995,Standard Strategic Bets
7610,"Aluminum structures (bridges, towers etc)","Aluminum structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, balus",0.150833,0.18999999999999995,0.81,0.289,0.64,34443894,93463615,Standard Strategic Bets
6913,Ornamental ceramic articles,Statuettes and other ornamental ceramic articles,0.149909,0.20199999999999996,0.798,0.03,0.389,4174778,8740066,Standard Strategic Bets
6401,Waterproof footwear,"Waterproof footwear with outer soles and uppers of rubber or plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes",0.14369,0.21899999999999997,0.781,-0.578,0.24,2572259,8588993,Standard Strategic Bets
4404,Strips and other pieces of wood,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, suitable for the manufacture of walking-sticks, umbrellas, tool handles or the like",0.143095,0.19399999999999995,0.806,-0.345,0.349,460306,233599,Standard Strategic Bets
1209,Seeds used for sowing,"Seeds, fruits and spores of a kind used for sowing",0.141715,0.19499999999999995,0.805,-0.824,0.147,14710761,11121980,Standard Strategic Bets
3917,Plastic tubes and fittings,"Tubes, pipes and hoses and fittings therefor (for example, joints, elbows, flanges), of plastics",0.140911,0.18700000000000006,0.813,-0.057,0.457,55002159,252182365,Standard Strategic Bets
4407,Wood sawn lengthwise,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm",0.139968,0.21799999999999997,0.782,-1.052,0.16,60666075,97999592,Standard Strategic Bets
2902,Cyclic hydrocarbons,Cyclic hydrocarbons,0.138607,0.18300000000000005,0.817,0.676,0.846,59402051,534329437,Standard Strategic Bets
4415,Packing boxes,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums, of wood; pallets, box-pallets and other load boards, of wood; pallet collars of wood",0.13727,0.18999999999999995,0.81,0.216,0.557,8389882,2840349,Standard Strategic Bets
6304,Other furnishing articles,"Other furnishing articles, excluding those of heading 9404",0.13518,0.22499999999999998,0.775,-1.267,0.128,9004051,11034167,Standard Strategic Bets
9705,Collectors pieces,Collections and collectors pieces,0.13179,0.18600000000000005,0.814,-0.417,0.262,3116369,860596,Standard Strategic Bets
7615,Household articles of aluminum,"Table, kitchen or other household articles and parts thereof, of aluminum; pot scourers and scouring or polishing pads, gloves and the like, of aluminum; sanitary ware and parts thereof, of aluminum",0.128868,0.19799999999999995,0.802,-0.562,0.327,9040718,60049621,Standard Strategic Bets
5807,Labels and badges of textiles,"Labels, badges and similar articles of textile materials, in the piece, in strips or cut to shape or size, not embroidered",0.127786,0.20999999999999996,0.79,-0.283,0.422,1362385,51015287,Standard Strategic Bets
5609,"Articles of yarn, rope etc not elsewhere clasified","Articles of yarn, strip or the like of heading 5404 or 5405, twine, cordage, rope or cables, not elsewhere specified or included:",0.126959,0.20399999999999996,0.796,-0.371,0.37,1304102,12649068,Standard Strategic Bets
8212,Razors,"Razors and razor blades (including razor blade blanks in strips), and base metal parts thereof",0.123476,0.18799999999999994,0.812,-0.085,0.498,6491138,28364142,Standard Strategic Bets
2709,"Petroleum oils, crude","Petroleum oils and oils obtained from bituminous minerals, crude",0.121741,0.22799999999999998,0.772,-2.269,-0.172,1599367354,10656271175,Standard Strategic Bets
4808,Corrugated paper and paperboard,"Paper and paperboard, corrugated (with or without glued flat surface sheets), creped, crinkled, embossed or perforated, in rolls or sheets, other than paper of the kind described in heading 4803",0.121091,0.18400000000000005,0.816,-0.094,0.598,2969086,7597779,Standard Strategic Bets
8517,Telephones,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data,including apparatus for communication in a wired or wireless network (such as a loc",0.120801,0.18999999999999995,0.81,0.789,0.654,89027206,1935500044,Standard Strategic Bets
5810,Embroidery in the piece,"Embroidery in the piece, in strips or in motifs",0.120661,0.20999999999999996,0.79,-0.566,0.458,2755216,75236494,Standard Strategic Bets
1207,Other oil seeds,"Other oil seeds and oleaginous fruits, whether or not broken",0.118635,0.241,0.759,-2.014,-0.294,9097588,30406381,Standard Strategic Bets
