country_code,country_name,hs_code,product_name,category,export_value_usd,complexity_tier,year
POL,Poland,2902,Cyclic hydrocarbons,Chemicals,106087.79781678558,high,2022
TUR,Turkey,2709,"Petroleum oils, crude",Natural Resources,12412391.28474714,low,2022
TUR,Turkey,2701,Coal,Natural Resources,30775119.57774553,low,2022
TUR,Turkey,2710,"Petroleum oils, refined",Natural Resources,427168.01739773806,low,2022
TUR,Turkey,1511,Palm oil,Agriculture,362997.49299792276,low,2022
TUR,Turkey,0801,"Coconuts, Brazil nuts",Agriculture,445994.5036836742,low,2022
TUR,Turkey,4001,Natural rubber,Agriculture,859211.3466810121,low,2022
TUR,Turkey,4407,Wood sawn lengthwise,Forestry,569891.6096655709,low,2022
TUR,Turkey,4403,Wood in the rough,Forestry,115019.80224720461,low,2022
TUR,Turkey,0803,Bananas,Agriculture,2391035.7041848428,low,2022
TUR,Turkey,0901,Coffee,Agriculture,566308.7470544307,low,2022
TUR,Turkey,1801,Cocoa beans,Agriculture,134188049.6951397,low,2022
TUR,Turkey,2603,Copper ores,Mining,7847272.703868275,low,2022
TUR,Turkey,7108,Gold,Mining,353070.3539498195,low,2022
TUR,Turkey,6403,"Footwear, leather",Light Manufacturing,203739.3745158949,medium,2022
TUR,Turkey,6110,"Jerseys, pullovers",Textiles,783660.1956408911,medium,2022
TUR,Turkey,6203,"Mens suits, cotton",Textiles,863641.9740105575,medium,2022
TUR,Turkey,6204,Womens suits,Textiles,310551.66052288294,medium,2022
TUR,Turkey,4011,"Pneumatic tires, rubber",Manufacturing,89626.42800839875,medium,2022
TUR,Turkey,7308,Structures of iron/steel,Metals,82304.61034790856,medium,2022
TUR,Turkey,3923,"Articles for transport/packing, plastic",Plastics,435149.0307837567,medium,2022
TUR,Turkey,4819,"Cartons, boxes, paper",Paper,419.2143408563768,medium,2022
TUR,Turkey,8704,Motor vehicles for goods,Automotive,77617.91288758648,medium,2022
TUR,Turkey,8708,Vehicle parts,Automotive,6247860.277992948,medium,2022
TUR,Turkey,8473,Parts for office machines,Electronics,16921.964231163056,high,2022
TUR,Turkey,8542,Electronic integrated circuits,Electronics,1051778.696178992,high,2022
TUR,Turkey,8541,"Diodes, transistors",Electronics,378272.39918097435,high,2022
TUR,Turkey,8528,"Monitors, projectors",Electronics,444556.8687172149,high,2022
TUR,Turkey,8703,Motor cars,Automotive,904277.7732178131,high,2022
TUR,Turkey,8407,Spark-ignition engines,Machinery,44427.65212592932,high,2022
TUR,Turkey,8483,Transmission shafts,Machinery,425544.2491205781,high,2022
TUR,Turkey,9018,Medical instruments,Medical,77602.37123103414,high,2022
TUR,Turkey,2933,Heterocyclic compounds,Chemicals,30726.539084744025,high,2022
TUR,Turkey,3002,"Human blood, vaccines",Pharmaceuticals,172385.69288631444,high,2022
SAU,Saudi Arabia,2701,Coal,Natural Resources,4418069.317775072,low,2022
SAU,Saudi Arabia,2710,"Petroleum oils, refined",Natural Resources,462478.6983126047,low,2022
SAU,Saudi Arabia,1511,Palm oil,Agriculture,520175.25708378083,low,2022
SAU,Saudi Arabia,0801,"Coconuts, Brazil nuts",Agriculture,6525582.256675192,low,2022
SAU,Saudi Arabia,4407,Wood sawn lengthwise,Forestry,649874.6414545093,low,2022
SAU,Saudi Arabia,4403,Wood in the rough,Forestry,372677.2496835975,low,2022
SAU,Saudi Arabia,0803,Bananas,Agriculture,731051.1773869662,low,2022
SAU,Saudi Arabia,0901,Coffee,Agriculture,198078.65807804684,low,2022
SAU,Saudi Arabia,1801,Cocoa beans,Agriculture,627414.0617464257,low,2022
SAU,Saudi Arabia,2603,Copper ores,Mining,562049.6181289906,low,2022
SAU,Saudi Arabia,2608,Zinc ores,Mining,125465.05255895163,low,2022
SAU,Saudi Arabia,7108,Gold,Mining,161771.5890077679,low,2022
SAU,Saudi Arabia,6403,"Footwear, leather",Light Manufacturing,105431.61393751173,medium,2022
SAU,Saudi Arabia,7210,Flat-rolled iron/steel,Metals,26035.09488116887,medium,2022
SAU,Saudi Arabia,3004,Medicaments,Pharmaceuticals,1006244.4620640016,medium,2022
SAU,Saudi Arabia,8704,Motor vehicles for goods,Automotive,12940.934382596293,medium,2022
SAU,Saudi Arabia,8542,Electronic integrated circuits,Electronics,63737.901903530554,high,2022
SAU,Saudi Arabia,8703,Motor cars,Automotive,351496.66211513156,high,2022
SAU,Saudi Arabia,9018,Medical instruments,Medical,4424.324323420739,high,2022
ZAF,South Africa,2710,"Petroleum oils, refined",Natural Resources,2448301.212847186,low,2022
ZAF,South Africa,1511,Palm oil,Agriculture,238623.79447604012,low,2022
ZAF,South Africa,0801,"Coconuts, Brazil nuts",Agriculture,718847.7366784514,low,2022
ZAF,South Africa,4001,Natural rubber,Agriculture,292405.9676725998,low,2022
ZAF,South Africa,4407,Wood sawn lengthwise,Forestry,1012438.409996816,low,2022
ZAF,South Africa,4403,Wood in the rough,Forestry,1320506.3095618642,low,2022
ZAF,South Africa,1801,Cocoa beans,Agriculture,4191474.6767834965,low,2022
ZAF,South Africa,2603,Copper ores,Mining,1071455.1337405434,low,2022
ZAF,South Africa,3004,Medicaments,Pharmaceuticals,30660.327994831496,medium,2022
ZAF,South Africa,8483,Transmission shafts,Machinery,1294.2529092180214,high,2022
NGA,Nigeria,2709,"Petroleum oils, crude",Natural Resources,91365.78991850589,low,2022
NGA,Nigeria,2701,Coal,Natural Resources,473443.76484216173,low,2022
NGA,Nigeria,0801,"Coconuts, Brazil nuts",Agriculture,628906.9006194272,low,2022
NGA,Nigeria,4001,Natural rubber,Agriculture,65333.552272656365,low,2022
NGA,Nigeria,4407,Wood sawn lengthwise,Forestry,182000.90353866547,low,2022
NGA,Nigeria,0803,Bananas,Agriculture,198596.4234316667,low,2022
NGA,Nigeria,0901,Coffee,Agriculture,492541.8279601724,low,2022
NGA,Nigeria,1801,Cocoa beans,Agriculture,138069.68495496287,low,2022
NGA,Nigeria,2603,Copper ores,Mining,2216295.7874873644,low,2022
NGA,Nigeria,2608,Zinc ores,Mining,1387909.537242456,low,2022
NGA,Nigeria,7108,Gold,Mining,4738870.2346498575,low,2022
NGA,Nigeria,6204,Womens suits,Textiles,80531.15498959523,medium,2022
NGA,Nigeria,3923,"Articles for transport/packing, plastic",Plastics,12741.703459118262,medium,2022
NGA,Nigeria,3920,"Plates, sheets, plastic",Plastics,27066.515261543376,medium,2022
NGA,Nigeria,8473,Parts for office machines,Electronics,23318.567654683233,high,2022
